HOLE_ID,FROM,TO,Al_pct,Ca_pct,Cu_ppm,Fe_pct,K_pct,Mg_pct,Mn_ppm,Na_pct,P_pct,Pb_ppm,S_pct,Ti_pct,Zn_ppm,Mo_ppm,As_ppm
DH-007,2,4,12.8,0.77,77.3,1.3,2.17,1.64,2388.1,1.31,0.223,369.6,1.85,0.625,855.6,190.4,293.7
DH-007,4,6,11.42,0.17,425.5,1.71,1.95,1.29,1394.6,0.83,0.137,537.5,3.11,0.89,1001.3,86,111.6
DH-007,6,8,5.84,1.82,986.1,4.57,2.48,1.11,2415.3,0.73,0.223,671.5,6.49,0.762,1025,238.1,535.2
DH-007,8,10,6.62,2.99,1254.4,2.19,0.98,2.71,2485,0.54,0.364,144.1,6.61,0.265,1399,185,278.9
DH-007,10,12,13.99,2.02,407.9,6.11,5.65,0.16,2586.9,2.2,0.014,25.1,3.14,0.08,1495.5,150.2,427.3
DH-007,12,14,11.06,2.24,230.1,7.21,3.55,2.02,2758.2,2.75,0.299,625.5,3.73,0.377,1085.8,220.5,590.3
DH-007,14,16,5.09,4.53,2211.7,8.21,2.18,2.89,1349.9,2.05,0.311,491.7,2.5,0.559,445.1,14.3,34.9
DH-007,16,18,6.01,1.81,5042.7,2.8,2.68,1.72,1024.7,0.56,0.322,562.7,7.47,0.76,1322,65.8,62.5
DH-007,18,20,11.64,2.62,945.1,2.51,2.96,2.82,1788.4,2.85,0.129,672.1,1.04,1.027,92.8,117.3,433.7
DH-007,20,22,5.05,3.94,276,1.94,3.8,0.25,1176.4,2.24,0.36,644.2,7.48,0.276,362,58.3,172.7
DH-007,22,24,6.61,2.04,431.5,6.73,3.34,1.31,1843.1,1.39,0.055,769.1,5.5,0.194,1348.1,186.5,114.7
DH-007,24,26,10.49,3.15,72.3,7.36,5.56,0.85,2146.2,2.38,0.108,433.4,4.3,1.158,399.2,230,28.4
DH-007,26,28,11.92,4.33,2998.3,1.28,3.23,2.22,2096.4,0.95,0.44,395.9,0.36,0.174,346.6,107.1,18
DH-007,28,30,11.52,4.75,200.3,9.43,5.96,2.95,1186.2,1.24,0.372,327.5,3.86,0.6,224.4,86.8,465.8
DH-007,30,32,7.24,0.82,1081.1,1.47,5.18,0.84,583.9,3.22,0.017,131.4,3.32,0.723,1291.5,240.5,85
DH-007,32,34,12.12,4.64,434.3,5.87,1.65,2,1348.5,1.05,0.132,462.4,1.37,0.673,760.1,112.3,283.3
DH-007,34,36,7.37,2.51,1019.4,7.38,5.62,0.67,513.5,1.67,0.115,228.8,5.29,0.149,1018.8,123.3,365.5
DH-007,36,38,8.25,1.37,1314.7,8.84,1.14,1.74,2681.3,3.12,0.143,737.8,7.77,0.116,373.8,89.2,259.9
DH-007,38,40,12.46,2.35,2174.5,7.43,5,1.45,1103,2.49,0.131,470.7,4.54,0.171,1141.9,227.6,21.1
DH-007,40,42,11.5,4.9,327.4,8.22,2.59,2.92,547.9,0.26,0.041,478.3,5.75,0.723,1144.8,143.1,471.2
DH-007,42,44,13.49,2.51,63.3,4.06,5.33,1.86,173.8,0.56,0.235,290.4,0.64,0.676,482.6,191,11.3
DH-007,44,46,11.58,1.71,226.6,8.33,5.27,1.11,1972.9,0.08,0.369,51.1,3.4,0.319,627.8,203.3,458.3
DH-007,46,48,10.68,3.2,2813.3,1.72,4.93,0.43,1947,2.23,0.307,35.1,1.02,0.783,330.3,86.8,536.5
DH-007,48,50,5.94,1.28,2534.7,9.05,4.85,0.54,1087.8,1.59,0.34,344.4,4.94,0.993,1465.3,109.6,262.5
DH-007,50,52,8.68,0.47,1141.8,5.93,2.18,0.75,308,0.51,0.05,76.8,7.51,0.098,975.5,212.4,323.6
DH-007,52,54,7.65,0.73,1151.1,8.36,0.95,0.83,1287.9,3.35,0.476,489.4,5.33,0.623,1403.1,92.1,288.8
DH-007,54,56,7.44,0.73,1362.5,5.07,2.72,2.57,1002.5,1.88,0.421,706,0.71,0.843,469,198.9,236.6
DH-007,56,58,14.73,0.84,281.4,6.79,1.45,1.73,2063.6,0.88,0.404,707.5,2.9,0.34,1177.2,235.4,533
DH-007,58,60,8.93,0.78,2999.9,5.74,4.32,1.62,1856.8,1.78,0.413,530.6,4.45,0.404,1153.5,156.6,536.9
DH-007,60,62,13.92,3.24,701.1,7.58,2.4,0.43,1157.3,2.39,0.467,176.9,3.29,0.756,1043.7,185.9,204.8
DH-007,62,64,11.31,0.99,629.7,1.73,5.87,2.59,731.9,0.31,0.277,691.8,6.69,1.083,1449.1,201.7,371
DH-007,64,66,12.95,1.79,928.1,1.54,4.03,2.2,2965.3,1,0.108,710,6.54,0.981,602.5,211.6,556.5
DH-008,0,2,10.03,4.49,107.7,3.22,5.02,0.3,1416.6,2.83,0.312,165.4,4.93,0.721,213.5,100,577.4
DH-008,2,4,10.77,2.42,268.2,2.44,1.23,2.15,2096,1.64,0.374,592.6,3.05,0.89,1014.1,14.7,307.8
DH-008,4,6,9.93,3.37,1657.4,8.85,5.24,1.68,507.6,1.94,0.372,236.4,2.12,0.47,1099.4,101.7,274.4
DH-008,6,8,6.95,0.94,153.7,2.97,5.58,0.34,1508.2,1.54,0.266,644.1,0.94,0.787,871.1,169.1,170.8
DH-008,8,10,12.22,1.04,1159,9.78,3.18,1.43,179.9,0.2,0.044,797.8,2.9,0.586,326.1,113.7,575.5
DH-008,10,12,7.81,0.3,387.8,4.03,3.83,1.51,1565.8,0.62,0.192,33.7,3.36,0.268,766.6,187.7,90
DH-008,12,14,5.24,0.93,641.8,2.64,4.71,0.58,2895.7,1.59,0.461,718.9,5.44,0.857,482,90.5,350
DH-008,14,16,11.45,1.47,458.8,8.11,1.46,2.84,1214.2,0.77,0.296,501.9,5.3,0.69,652.7,159.4,173.1
DH-008,16,18,6.77,0.97,577.5,6.93,3.26,2.56,213.1,0.22,0.274,779,0.65,0.462,974.9,48.2,171
DH-008,18,20,14.4,0.53,1573.5,5.48,2.69,2.04,189.8,2.96,0.142,377.4,3.22,1.098,1122.9,187.8,246
DH-008,20,22,14.54,0.69,473.1,6,1.31,1.44,1225.2,3.44,0.191,679.4,1.54,0.074,363.7,137.3,599.3
DH-008,22,24,14.15,2.36,1052.8,7.47,2.52,1.29,564.1,2.79,0.449,59.3,1.34,0.413,619.9,52.6,37.7
DH-008,24,26,8.7,1.11,825.6,3.06,0.87,1.99,167.7,3,0.337,274.9,6.64,0.115,418.4,74.4,349.2
DH-008,26,28,5.15,1.88,1357.6,9.97,0.64,1.68,2293,0.88,0.396,62.9,0.43,0.932,314,187.7,54.1
DH-008,28,30,14.28,2.57,3364.3,9.77,1.24,0.28,1429.7,3.36,0.233,780.5,3.41,0.857,1179.4,121.7,96.9
DH-008,30,32,9.28,3.48,1632.7,6.85,5.8,1.59,938.8,0.73,0.319,655.4,1.43,0.431,1365.7,55.6,266.5
DH-008,32,34,14.67,0.29,340.4,2.8,3.52,2.44,2710.2,3.33,0.132,683.5,7.05,0.827,567.9,241.9,308.7
DH-008,34,36,14.64,4.02,88,7.12,5.81,1.43,436.8,3.48,0.356,751,4.5,0.505,1131.9,179.4,159
DH-008,36,38,13.53,3.18,415,1.65,2.88,0.25,2872.2,2.51,0.22,77.2,1.93,0.92,1347.6,239.4,193.3
DH-008,38,40,7.94,0.5,1134.9,1.28,2.21,2.38,1010.5,3.43,0.227,314.6,4.07,0.572,1272.3,107.9,56.7
DH-008,40,42,8.85,4.38,113.4,3.32,3.28,0.68,2676.4,2.01,0.328,66.1,5.88,0.524,290.6,119.8,185.4
DH-008,42,44,13.51,4.61,873.1,5.16,2.92,0.85,1848.5,0.95,0.469,176.5,7.67,1.125,1435.3,224.7,580.1
DH-008,44,46,8.17,0.4,1140.1,8.81,1.08,0.58,2497.5,1.56,0.041,191.2,1.84,0.339,577.5,132.2,567.1
DH-008,46,48,6.69,1.46,538.2,7.54,4.02,1.06,2953.6,2.1,0.414,380.6,7.1,0.189,522.1,177.4,204.3
DH-008,48,50,10.57,4.05,1818.4,7.68,1.69,2.29,936.4,0.3,0.153,222.2,7.48,0.722,112.4,64.5,344.7
DH-008,50,52,14.36,3.77,185.3,4.83,3.91,1.61,2887.3,2.2,0.228,89.8,7.34,1.165,739.5,112.8,546.2
DH-008,52,54,11.96,1,143.7,4.11,4.08,0.69,1229.5,3.44,0.021,142.3,5.12,0.485,181.3,32.6,8.7
DH-008,54,56,10.7,1.13,1613.2,4.34,1.34,2.65,1218,0.71,0.158,126.3,5.08,0.121,387.8,53.1,487.4
DH-008,56,58,5.97,1.92,871,9.89,0.84,2.65,1087.1,2.78,0.256,778.7,3.29,0.44,489.1,2.2,569.3
DH-008,58,60,11.15,2.47,1449.3,1.36,4.79,2.62,1670.1,3.18,0.038,609.8,6.04,0.632,1217.1,11.7,59.3
DH-008,60,62,14.9,3.13,734.7,8.8,3.03,0.79,547,3.31,0.251,774.5,4.3,0.236,1315.7,244.4,101.1
DH-008,62,64,6.4,1.91,389.5,6.21,0.82,1.41,1705.8,3.36,0.464,357.4,5.45,0.807,467.7,62.1,576.6
DH-008,64,66,10.18,2.37,2101.8,4.95,5.97,2.96,1670.9,1.85,0.062,229.9,3.48,1.197,1290.9,166.5,324.8
DH-009,0,2,13.77,3.76,1977.8,7.53,0.82,2.34,2309.5,3.42,0.385,640.7,5.88,0.57,1288.7,210.1,13.4
DH-009,2,4,12.41,0.28,1473.7,5.38,4.32,0.18,2517.6,2.66,0.211,267.7,6.61,0.458,1151.7,138.6,158.3
DH-009,4,6,11.97,1.34,431.2,8.86,5.91,0.29,1377.3,0.61,0.331,246.5,1.26,0.511,237.1,40,272.7
DH-009,6,8,12.02,3.6,1120.6,9.11,1.82,1.45,976.8,1.7,0.138,193.7,6.68,0.182,1041.7,182.6,417.3
DH-009,8,10,8.59,4.49,587.4,4.8,1.28,2.74,852.1,2.53,0.088,112.4,4.37,1.066,1418.6,150.9,441.2
DH-009,10,12,7.94,2.61,165.3,3.49,1.17,1.66,664.4,0.9,0.089,212.6,6.77,0.527,1030.2,183.4,597.3
DH-009,12,14,13.09,2.71,3041.2,6.33,2.17,1.54,267.2,2.26,0.045,290.7,3.51,0.495,510.8,192.9,176.1
DH-009,14,16,13.1,0.63,226.6,9.21,1.06,0.41,1093.1,2.35,0.101,542.5,3.09,0.809,760.9,243.9,325.2
DH-009,16,18,13.67,2.29,3650.6,2.9,4.31,2,883.7,0.61,0.335,59.4,7.33,0.558,975.7,144.2,322.3
DH-009,18,20,14.13,2.71,758.7,6.61,0.84,2.48,2902.6,2,0.442,176.3,2.08,0.795,775.6,86.7,246.4
DH-009,20,22,10.11,1.29,295.7,6.68,3.3,1.2,1717.4,2.71,0.409,649.1,6.77,0.121,197.5,162.8,105.7
DH-009,22,24,10.02,1.42,986.8,7.6,5.98,2.35,1107.1,1.77,0.346,126.1,3.92,0.986,481.9,19,586.6
DH-009,24,26,12.98,1.95,2525.8,2.18,4.98,2.9,1783.4,0.09,0.064,280.7,4.16,1.132,1207.5,224.6,512.7
DH-009,26,28,11.5,0.2,1631.1,7.44,3.88,0.69,503.7,0.08,0.152,693.1,2.54,0.796,1294.9,31.6,301.5
DH-009,28,30,12.02,1.68,2021.4,9.18,2.18,1.62,1387.7,1.28,0.162,132.4,4.63,1.148,223.2,83.3,363.9
DH-009,30,32,12.96,1.14,1340.3,2.62,3.93,0.93,1916.1,3.25,0.132,75.4,2.67,0.224,1429.5,204.3,140.2
DH-009,32,34,13.9,1.7,1464.3,3.14,3.4,2.4,1517.8,0.84,0.262,392.8,0.41,0.599,506.7,150.1,328.6
DH-009,34,36,8.38,0.69,2320.1,9.74,2.84,1.78,1265.2,2.24,0.272,248.9,2.25,0.742,1000.2,99.6,418.5
DH-009,36,38,8.76,4.46,394.7,2.63,1.22,1.94,2982.2,0.82,0.185,455.1,0.15,0.719,1132.7,119.4,311.5
DH-009,38,40,5.94,3.01,856.7,8.69,5.38,2.41,2652.9,1.16,0.183,645,7.83,0.512,1221.7,213.9,594.2
DH-009,40,42,10.78,3.43,350,5.43,2.97,1.25,1907.9,2.98,0.416,118.3,7.73,0.439,1419.7,86.3,368.7
DH-009,42,44,5.36,3.97,5324.7,3.23,1.57,2.75,1751.2,2.56,0.397,468.8,3.22,0.196,483.1,217.7,225.7
DH-009,44,46,9.66,2.54,3510.2,8.84,2.52,1.65,1899.9,0.38,0.161,409.4,5.85,0.501,1290.6,23.9,464.4
DH-009,46,48,10.43,0.53,98.3,5.01,2.78,0.56,683.8,1.53,0.458,123.8,2.83,0.237,214.9,194.6,106.4
DH-009,48,50,7.87,2.73,1517.3,5.63,5.05,2.12,1245.9,0.15,0.477,503,5.4,0.895,1063.5,212.2,233.8
DH-009,50,52,10.91,2.98,3162.3,4.23,4.53,2.4,214.4,1.71,0.17,226.2,6.46,0.29,1118.1,47.1,211.4
DH-009,52,54,5.31,3.75,289,6.34,4.73,1.02,1479.1,2.34,0.184,395.4,7.58,0.117,1023,108.7,261.9
DH-009,54,56,5.37,2.22,1057,2.47,0.56,2.59,1674.8,0.46,0.258,75,3.26,0.685,393.4,43,470.2
DH-009,56,58,13.23,0.73,3015,4.52,2.79,2.73,760.5,1.05,0.471,373.1,6.29,0.735,1312.1,177.2,293.1
DH-009,58,60,8.6,1.49,91.4,9.72,3.15,0.9,2895.7,1.42,0.439,252.1,2.2,1.053,269.9,134.8,477.4
DH-009,60,62,6.27,1.88,1484.5,3.32,0.61,2.95,2737.4,3.22,0.06,659.7,7.92,0.714,99.4,159.6,348
DH-009,62,64,10.22,3.26,473.5,6.91,1.93,0.51,2194.2,3.48,0.202,55,0.3,0.447,1081.8,50.7,208.5
DH-009,64,66,12.7,2.9,3148.7,3.93,4.68,0.69,1646.8,0.2,0.281,340.7,4.87,0.973,723.7,54.5,486.9
DH-010,0,2,7.16,1.84,4301,7.96,1.25,0.63,2622.9,2.68,0.257,372.2,5.31,0.671,1276.7,12.3,146.8
DH-010,2,4,11.23,4.93,3514.6,2.18,3.44,2.69,478.9,1.33,0.105,582.8,5.54,0.141,587.4,81.9,138.5
DH-010,4,6,5.85,3.07,821.4,9.73,1.68,2,2392.5,1.4,0.431,463.7,1.05,0.701,269.1,140.8,305.2
DH-010,6,8,5.52,1.26,2427,5.08,0.57,0.54,462,2.65,0.342,537.1,7.51,1.094,1257.9,214.8,160.2
DH-010,8,10,10.31,0.6,2283.7,3.12,1.83,1.38,2403.2,3.22,0.421,623.9,1.53,0.506,832.4,167.4,10.4
DH-010,10,12,10.41,0.85,511.2,1.66,5.87,1.88,899.7,3.33,0.431,691.1,5.02,0.391,300,110,390.7
DH-010,12,14,11.37,1.31,2168.7,2.53,4.91,0.34,2643.6,2.04,0.377,258,1.86,0.215,1086.2,238.4,309.1
DH-010,14,16,12.26,0.89,95.3,5.68,5.78,2.66,2837.7,1.28,0.225,435,2.53,0.224,776.4,180.4,270.1
DH-010,16,18,14.76,1.01,1138.4,4.03,3.18,2.43,531.5,2.77,0.309,673.7,4.42,0.548,914.4,232.7,580.3
DH-010,18,20,10.16,1.5,363.7,8.46,1.1,1.57,1441.8,0.92,0.089,791.7,3.4,0.735,702.1,132.8,344.9
DH-010,20,22,8.23,0.95,204.2,4.88,3.51,2.9,2944.9,2,0.34,712.7,1.37,0.143,1246.5,66.2,518.7
DH-010,22,24,12.95,4.49,146.1,3.24,3,1.31,1501.9,1.29,0.098,303.5,1.45,1.131,1247.8,15.1,88
DH-010,24,26,7.71,0.49,1480,6.55,5.14,2.95,2604.3,2.32,0.35,164.2,3.4,0.918,1069.9,182.1,343.7
DH-010,26,28,9.39,2.67,548.4,7.36,1.04,2.04,1807.3,0.88,0.123,396.6,6.08,0.725,176,32.1,521.4
DH-010,28,30,5.78,2.11,1598.2,2.5,3.19,1.94,1188.5,0.71,0.068,595.9,7.19,1.003,1261.5,77.1,351.9
DH-010,30,32,5.25,4.91,131.1,2.51,1.33,0.58,928.8,3.22,0.091,399.1,0.76,0.142,1013.1,134.1,432.2
DH-010,32,34,14.63,0.65,504.5,1.33,2.29,2.66,689.3,0.4,0.011,391.7,3.21,0.598,1051.6,142,226.4
DH-010,34,36,13.36,2.05,980.5,7.63,4.56,1.34,2309.2,1.8,0.362,672.2,0.89,0.775,557.2,150.9,60
DH-010,36,38,11.96,4.85,1926.9,6.97,3.12,0.57,1221,0.81,0.369,295.5,0.23,1.003,1321.3,43.2,277.5
DH-010,38,40,9.09,4.34,510.6,5.27,2.57,0.14,1582.7,0.18,0.262,689.2,5.33,0.951,1093.5,96.2,239.7
DH-010,40,42,6.73,4.1,1229.9,8.6,2.67,1.72,1527.7,0.17,0.089,331.4,4.86,0.369,186.6,155.1,520.9
DH-010,42,44,6.56,1.36,2655.6,8.25,3.03,1.63,1774.1,0.65,0.051,269.3,1.39,1.132,623.5,242.5,150.2
DH-010,44,46,7.5,0.94,1198.1,6.27,4.82,2.19,2610.2,3.04,0.019,368.7,1.95,0.193,1331.8,182.5,580.2
DH-010,46,48,10.49,3.38,368.3,8.81,5.41,2.68,2944.1,1.02,0.091,612.3,0.29,1.056,89.9,230.8,575.1
DH-010,48,50,12.15,4.65,79.6,2.85,5.75,0.33,1282,3.33,0.447,109.5,6.7,1.167,1442.9,191,152.3
DH-010,50,52,11.6,2.83,2499.2,2.01,4.83,2.22,2499.8,2.06,0.128,165.2,7.8,0.254,1025.2,148.7,212.1
DH-010,52,54,7.8,2.9,75.8,3.43,2.23,0.64,2317.1,1.56,0.184,761.6,1.17,0.88,954.4,49.6,537.9
DH-010,54,56,14.55,1.47,2542.5,1.51,4.28,2.59,1763.2,2.05,0.062,148.6,1.93,0.096,420.4,167.3,580.1
DH-010,56,58,12.38,3.87,953.3,5.78,2.91,2.48,2872.5,1.83,0.119,458.5,6.96,0.516,388.2,156.6,268.8
DH-010,58,60,10.54,1.02,3407.6,9.43,1.9,1.67,681.4,2.67,0.264,467.7,7.42,0.644,1414.2,151.4,196
DH-010,60,62,11.12,1.69,1974,1.35,5.12,2.16,416.9,1.02,0.308,396.8,3.42,0.718,461.4,123.5,318
DH-010,62,64,9.2,2.18,7468.6,2.1,0.71,1.01,2576.5,1.27,0.13,519.3,0.5,1.126,1167.7,133.1,414.2
DH-010,64,66,7.48,2.59,568.3,5.07,5.46,1.47,1373.5,3.13,0.038,191.6,0.41,0.823,601.8,84.9,167.7
DH-011,0,2,8.56,1.29,1799,9.4,3.04,2.48,2556.2,3.32,0.202,446.6,4.63,0.603,226.1,130.8,443.2
DH-011,2,4,12.58,0.66,666.9,3.85,4,1.43,2690,3.13,0.125,304,3.2,0.981,35.9,51,35.7
DH-011,4,6,5.14,3.09,834.4,5.57,4.13,1.14,281.1,1.5,0.118,532.7,0.33,1.143,825.5,201.7,34.3
DH-011,6,8,6.16,1.51,1235,1.37,5.42,1.53,2662,2.74,0.48,121.6,4.71,0.075,1464.2,48.1,234.8
DH-011,8,10,5.46,2.95,2532.7,2.34,4,2.5,1400.1,1.69,0.312,461,0.19,1.18,566.3,23.1,215.3
DH-011,10,12,5.41,0.86,5018.5,9.88,3.88,1.07,1580.3,1.77,0.283,156.4,6.32,0.149,548.6,110.2,192.8
DH-011,12,14,13.55,2.46,1804.6,9.69,0.87,0.6,1917.1,0.76,0.214,230.1,2.52,0.987,529.3,165.3,297.2
DH-011,14,16,12.04,2.71,699.1,1.04,3.35,2.16,2786.5,2.09,0.22,182.8,0.42,0.372,790.4,110.6,195.8
DH-011,16,18,9.74,0.35,706.5,9.57,1.33,2.5,155.4,0.69,0.275,154.4,4.75,0.202,672.2,70.6,119.4
DH-011,18,20,5.98,1.75,1655.4,6.75,4.56,0.39,1482.8,1.19,0.351,662.3,3.24,0.556,1322.3,140.4,189.1
DH-011,20,22,9.92,0.76,377.4,8.81,3.32,0.8,2094.4,3,0.354,235.7,7.79,0.791,768.2,88.1,585.1
DH-011,22,24,9.73,0.41,190.5,5.09,4.24,0.51,2195.9,0.76,0.094,742.4,4.4,0.488,771.5,233.4,249.6
DH-011,24,26,6.73,4.95,575.5,5.64,0.73,1.11,2108.3,0.3,0.255,776.2,2.27,0.113,224.8,230.8,269.6
DH-011,26,28,9.34,1.68,456.3,5.4,0.97,1.41,489.9,0.29,0.212,461.3,5.7,0.739,1474.5,126.6,348
DH-011,28,30,8.99,4.07,471.7,7,4.44,2.27,968.2,3.3,0.437,123,2.24,1.088,390,83.3,590.1
DH-011,30,32,11.16,1.35,369.3,2.26,0.9,1.99,1140.3,1.8,0.319,305.9,7.24,0.491,128.6,184.8,148.8
DH-011,32,34,11.35,3.44,101.6,1.27,0.89,1.9,2432.9,1.46,0.271,640.2,3.06,0.299,1001.5,11.1,410.4
DH-011,34,36,5.45,3.83,71.6,3.77,0.57,1.12,908.4,2.85,0.067,300.2,4.44,0.559,901.1,119.7,431
DH-011,36,38,8.75,3.02,5330,7.34,5.76,2.54,711,2.93,0.307,78.7,0.5,0.106,634.4,85.4,366.4
DH-011,38,40,11.26,2.41,719.9,2.82,4.56,1.47,2876.6,1.2,0.067,449.9,3.47,0.994,644.8,230.3,57.7
DH-011,40,42,10.03,2.12,632,7.06,2.44,2.94,125.7,2.44,0.175,677.6,6.68,1,1181.9,5,407.7
DH-011,42,44,13.56,1.81,1416,9.73,2.13,1.94,2993.7,2.71,0.08,638.8,6.46,0.726,309.7,139.1,43.1
DH-011,44,46,11.59,4.65,345.5,1.85,2.42,0.47,2062.8,2.31,0.349,148.3,1.87,0.456,1234,185.7,359.7
DH-011,46,48,6.63,4.17,3643.9,7.05,4.76,2.06,2502.6,0.57,0.111,541.5,1.89,0.97,980.1,122.3,445.1
DH-011,48,50,5.71,4.83,1902.1,4.99,4.14,1.04,954.4,3.07,0.202,184.2,6.56,0.688,640.1,23.2,130.5
DH-011,50,52,11.42,0.71,162.4,8.81,1.52,2.09,141.5,1.91,0.449,182.4,7.45,1,697.9,243.2,505.8
DH-011,52,54,5.27,3.68,698.7,2.59,1.46,0.3,2239.8,1.02,0.11,700.5,0.85,0.776,399.8,130.5,23.1
DH-011,54,56,10.86,4.7,2585.5,7.23,1.04,0.61,2519,1.52,0.259,207.2,3.66,0.952,1133.1,154.3,507.1
DH-011,56,58,14.4,0.99,3524.7,8.54,4.13,2.58,2247.4,0.18,0.215,218,2.77,0.738,779.1,60.7,278.9
DH-011,58,60,10.75,0.43,806,9.5,4.7,0.76,514.3,0.49,0.019,10.5,6.98,0.526,494.9,121.9,134.5
DH-011,60,62,8.88,3.73,1190.5,7.15,1.96,2.53,2284.9,2.69,0.398,697.8,0.76,1.152,902.2,108.4,84.6
DH-011,62,64,11.43,2.91,269.3,5.47,0.62,0.91,2329.9,0.05,0.044,636.1,1.77,0.672,1493.7,20.6,572.2
DH-011,64,66,9.58,4.22,5725.3,6.56,0.95,1.96,2009.8,1.49,0.242,505.6,6.04,0.746,664.2,28.3,48.2
